id,patentID,patentdate,figid,caption,object,aspect,figure_file,subfigure_file,object_title,groupID
12,USD0553640-20071023,2007-10-23,4,FIG. 4 is a top plan view thereof;,MP3 player,top plan view,USD0553640-20071023-D00004.png,USD0553640-20071023-D00004_4.png,MP3 player,1
13,USD0553640-20071023,2007-10-23,5,FIG. 5 is a bottom view thereof;,MP3 player,bottom view,USD0553640-20071023-D00004.png,USD0553640-20071023-D00004_5.png,MP3 player,1
14,USD0553640-20071023,2007-10-23,6,"FIG. 6 is a right side view thereof; and,",MP3 player,right side view,USD0553640-20071023-D00005.png,USD0553640-20071023-D00005_6.png,MP3 player,1
15,USD0553640-20071023,2007-10-23,7,FIG. 7 is a left side view thereof.,MP3 player,left side view,USD0553640-20071023-D00005.png,USD0553640-20071023-D00005_7.png,MP3 player,1
16,USD0543554-20070529,2007-05-29,1,FIG. 1 is a front elevational view of a MP3 player showing my new design;,MP3 player,front elevational view,USD0543554-20070529-D00001.png,USD0543554-20070529-D00001_1.png,MP3 player,1
17,USD0543554-20070529,2007-05-29,3,FIG. 3 is a left side view thereof;,MP3 player,left side view,USD0543554-20070529-D00002.png,USD0543554-20070529-D00002_3.png,MP3 player,1
18,USD0543554-20070529,2007-05-29,4,FIG. 4 is a right side view thereof;,MP3 player,right side view,USD0543554-20070529-D00002.png,USD0543554-20070529-D00002_4.png,MP3 player,1
19,USD0543554-20070529,2007-05-29,5,FIG. 5 is a top plan view thereof;,MP3 player,top plan view,USD0543554-20070529-D00003.png,USD0543554-20070529-D00003_5.png,MP3 player,1
20,USD0543554-20070529,2007-05-29,6,"FIG. 6 is a bottom plan view thereof; and,",MP3 player,bottom plan view,USD0543554-20070529-D00003.png,USD0543554-20070529-D00003_6.png,MP3 player,1
21,USD0543554-20070529,2007-05-29,7,FIG. 7 is a perspective view thereof.,MP3 player,perspective view,USD0543554-20070529-D00003.png,USD0543554-20070529-D00003_7.png,MP3 player,1
22,USD0551593-20070925,2007-09-25,1,"FIG. 1 is a side elevational view of a steering runner for a snowmobile ski showing my new design of the present invention, it being understood that the opposite side is a mirror image thereof;",Steering runner for a snowmobile ski,side elevational view,USD0551593-20070925-D00001.png,USD0551593-20070925-D00001_1.png,Steering runner for a snowmobile ski,1
23,USD0551593-20070925,2007-09-25,2,FIG. 2 is a top plan view thereof;,Steering runner for a snowmobile ski,top plan view,USD0551593-20070925-D00001.png,USD0551593-20070925-D00001_2.png,Steering runner for a snowmobile ski,1
24,USD0551593-20070925,2007-09-25,3,FIG. 3 is a bottom view thereof;,Steering runner for a snowmobile ski,bottom view,USD0551593-20070925-D00001.png,USD0551593-20070925-D00001_3.png,Steering runner for a snowmobile ski,1
25,USD0551593-20070925,2007-09-25,4,FIG. 4 is a rear end view taken from the left side of FIG. 1;,Steering runner for a snowmobile ski,rear end view,USD0551593-20070925-D00001.png,USD0551593-20070925-D00001_4.png,Steering runner for a snowmobile ski,1
26,USD0551593-20070925,2007-09-25,5,"FIG. 5 is a front end view taken from the right side of FIG. 1; and,",Steering runner for a snowmobile ski,front end view,USD0551593-20070925-D00001.png,USD0551593-20070925-D00001_5.png,Steering runner for a snowmobile ski,1
27,USD0545512-20070626,2007-06-26,1,"FIG. 1 is a right side elevational view of a first embodiment of a vacuum cleaner wand adapter of the present invention, the left side view being a mirror image thereof;",Vacuum cleaner wand adapter,right side elevational view,USD0545512-20070626-D00001.png,USD0545512-20070626-D00001_1.png,Vacuum cleaner wand adapter,1
28,USD0545512-20070626,2007-06-26,2,FIG. 2 is a front elevational view thereof;,Vacuum cleaner wand adapter,front elevational view,USD0545512-20070626-D00001.png,USD0545512-20070626-D00001_2.png,Vacuum cleaner wand adapter,1
29,USD0545512-20070626,2007-06-26,3,FIG. 3 is a rear elevational view thereof;,Vacuum cleaner wand adapter,rear elevational view,USD0545512-20070626-D00001.png,USD0545512-20070626-D00001_3.png,Vacuum cleaner wand adapter,1
30,USD0545512-20070626,2007-06-26,4,FIG. 4 is a top plan view thereof;,Vacuum cleaner wand adapter,top plan view,USD0545512-20070626-D00001.png,USD0545512-20070626-D00001_4.png,Vacuum cleaner wand adapter,1
31,USD0545512-20070626,2007-06-26,6,"FIG. 6 is a right side elevational view of a second embodiment of a vacuum cleaner wand adapter in accordance with the present invention, the left side being a mirror image thereof;",Vacuum cleaner wand adapter,right side elevational view,USD0545512-20070626-D00003.png,USD0545512-20070626-D00003_6.png,Vacuum cleaner wand adapter,1
32,USD0545512-20070626,2007-06-26,7,FIG. 7 is a front elevational view thereof;,Vacuum cleaner wand adapter,front elevational view,USD0545512-20070626-D00003.png,USD0545512-20070626-D00003_7.png,Vacuum cleaner wand adapter,1
33,USD0545512-20070626,2007-06-26,8,FIG. 8 is a rear elevational view thereof;,Vacuum cleaner wand adapter,rear elevational view,USD0545512-20070626-D00003.png,USD0545512-20070626-D00003_8.png,Vacuum cleaner wand adapter,1
34,USD0545512-20070626,2007-06-26,9,"FIG. 9 is a top plan view thereof; and,",Vacuum cleaner wand adapter,top plan view,USD0545512-20070626-D00003.png,USD0545512-20070626-D00003_9.png,Vacuum cleaner wand adapter,1
35,USD0557875-20071218,2007-12-18,2,FIG. 2 is a front elevational view thereof;,Plastic safe with concealed hinge,front elevational view,USD0557875-20071218-D00002.png,USD0557875-20071218-D00002_2.png,Plastic safe with concealed hinge,1
36,USD0557875-20071218,2007-12-18,3,FIG. 3 is a rear elevational view thereof;,Plastic safe with concealed hinge,rear elevational view,USD0557875-20071218-D00002.png,USD0557875-20071218-D00002_3.png,Plastic safe with concealed hinge,1
37,USD0557875-20071218,2007-12-18,4,FIG. 4 is a right side elevational view thereof;,Plastic safe with concealed hinge,right side elevational view,USD0557875-20071218-D00003.png,USD0557875-20071218-D00003_4.png,Plastic safe with concealed hinge,1
38,USD0557875-20071218,2007-12-18,5,FIG. 5 is a left side elevational view thereof;,Plastic safe with concealed hinge,left side elevational view,USD0557875-20071218-D00003.png,USD0557875-20071218-D00003_5.png,Plastic safe with concealed hinge,1
39,USD0557875-20071218,2007-12-18,6,"FIG. 6 is a top plan view thereof; and,",Plastic safe with concealed hinge,top plan view,USD0557875-20071218-D00004.png,USD0557875-20071218-D00004_6.png,Plastic safe with concealed hinge,1
40,USD0557875-20071218,2007-12-18,7,FIG. 7 is a bottom plan view thereof.,Plastic safe with concealed hinge,bottom plan view,USD0557875-20071218-D00004.png,USD0557875-20071218-D00004_7.png,Plastic safe with concealed hinge,1
41,USD0553784-20071023,2007-10-23,8,FIG. 8 is a bottom view of the exterior address porch light of FIG. 1.,Exterior address porch light,bottom view,USD0553784-20071023-D00007.png,USD0553784-20071023-D00007_8.png,Exterior address porch light,1
42,USD0548214-20070807,2007-08-07,2,FIG. 2 is a front view thereof;,Portable phone,front view,USD0548214-20070807-D00002.png,USD0548214-20070807-D00002_2.png,Portable phone,1
43,USD0548214-20070807,2007-08-07,3,FIG. 3 is a rear view thereof;,Portable phone,rear view,USD0548214-20070807-D00002.png,USD0548214-20070807-D00002_3.png,Portable phone,1
44,USD0548214-20070807,2007-08-07,4,FIG. 4 is a left side view thereof;,Portable phone,left side view,USD0548214-20070807-D00003.png,USD0548214-20070807-D00003_4.png,Portable phone,1
45,USD0548214-20070807,2007-08-07,5,FIG. 5 is a right side view thereof;,Portable phone,right side view,USD0548214-20070807-D00003.png,USD0548214-20070807-D00003_5.png,Portable phone,1
46,USD0548214-20070807,2007-08-07,6,FIG. 6 is a top plan view thereof;,Portable phone,top plan view,USD0548214-20070807-D00004.png,USD0548214-20070807-D00004_6.png,Portable phone,1
47,USD0548214-20070807,2007-08-07,7,FIG. 7 is a bottom plan view thereof;,Portable phone,bottom plan view,USD0548214-20070807-D00004.png,USD0548214-20070807-D00004_7.png,Portable phone,1
48,USD0548214-20070807,2007-08-07,8,"FIG. 8 is a front view with the front cover slid upward into an alternate position; and,",Portable phone,front view,USD0548214-20070807-D00005.png,USD0548214-20070807-D00005_8.png,Portable phone,1
49,USD0548214-20070807,2007-08-07,9,FIG. 9 is a rear view showing a portion rotated to an alternate position.,Portable phone,rear view,USD0548214-20070807-D00006.png,USD0548214-20070807-D00006_9.png,Portable phone,1
50,USD0552587-20071009,2007-10-09,6,"FIG. 6 is a top plan view of the portable phone of FIG. 1; and,",Portable phone,top plan view,USD0552587-20071009-D00006.png,USD0552587-20071009-D00006_6.png,Portable phone,1
51,USD0552587-20071009,2007-10-09,7,FIG. 7 is a bottom plan view of the portable phone of FIG. 1.,Portable phone,bottom plan view,USD0552587-20071009-D00006.png,USD0552587-20071009-D00006_7.png,Portable phone,1
52,USD0555424-20071120,2007-11-20,1,"FIG. 1 is a reduced perspective view of the cookware side handle, showing my new design;",Cookware side handle,reduced perspective view,USD0555424-20071120-D00001.png,USD0555424-20071120-D00001_1.png,Cookware side handle,1
53,USD0555424-20071120,2007-11-20,2,FIG. 2 is a top plan view thereof;,Cookware side handle,top plan view,USD0555424-20071120-D00001.png,USD0555424-20071120-D00001_2.png,Cookware side handle,1
54,USD0555424-20071120,2007-11-20,3,FIG. 3 is a front elevation thereof;,Cookware side handle,front elevation,USD0555424-20071120-D00001.png,USD0555424-20071120-D00001_3.png,Cookware side handle,1
55,USD0555424-20071120,2007-11-20,4,FIG. 4 is a right side elevational view thereof;,Cookware side handle,right side elevational view,USD0555424-20071120-D00001.png,USD0555424-20071120-D00001_4.png,Cookware side handle,1
56,USD0555424-20071120,2007-11-20,6,FIG. 6 is a back elevation view thereof.,Cookware side handle,back elevation view,USD0555424-20071120-D00001.png,USD0555424-20071120-D00001_6.png,Cookware side handle,1
57,USD0555971-20071127,2007-11-27,2,FIG. 2 is a top plan view thereof;,Cookware side handle,top plan view,USD0555971-20071127-D00001.png,USD0555971-20071127-D00001_2.png,Cookware side handle,1
58,USD0555971-20071127,2007-11-27,3,FIG. 3 is a front elevation thereof;,Cookware side handle,front elevation,USD0555971-20071127-D00001.png,USD0555971-20071127-D00001_3.png,Cookware side handle,1
59,USD0555971-20071127,2007-11-27,4,FIG. 4 is a right side elevational view thereof;,Cookware side handle,right side elevational view,USD0555971-20071127-D00001.png,USD0555971-20071127-D00001_4.png,Cookware side handle,1
60,USD0555971-20071127,2007-11-27,5,"FIG. 5 is a bottom plan view thereof; and,",Cookware side handle,bottom plan view,USD0555971-20071127-D00001.png,USD0555971-20071127-D00001_5.png,Cookware side handle,1
61,USD0555971-20071127,2007-11-27,6,FIG. 6 is a back elevation view thereof.,Cookware side handle,back elevation view,USD0555971-20071127-D00001.png,USD0555971-20071127-D00001_6.png,Cookware side handle,1
62,USD0556604-20071204,2007-12-04,2,FIG. 2 is a front elevational view thereof;,Combined watchcase and portions of a watchband,front elevational view,USD0556604-20071204-D00002.png,USD0556604-20071204-D00002_2.png,Combined watchcase and portions of a watchband,1
63,USD0556604-20071204,2007-12-04,3,FIG. 3 is a rear elevational view thereof;,Combined watchcase and portions of a watchband,rear elevational view,USD0556604-20071204-D00002.png,USD0556604-20071204-D00002_3.png,Combined watchcase and portions of a watchband,1
64,USD0556604-20071204,2007-12-04,4,FIG. 4 is a left-side elevational view thereof;,Combined watchcase and portions of a watchband,left-side elevational view,USD0556604-20071204-D00003.png,USD0556604-20071204-D00003_4.png,Combined watchcase and portions of a watchband,1
65,USD0556604-20071204,2007-12-04,5,FIG. 5 is a right-side elevational view thereof;,Combined watchcase and portions of a watchband,right-side elevational view,USD0556604-20071204-D00003.png,USD0556604-20071204-D00003_5.png,Combined watchcase and portions of a watchband,1
66,USD0556604-20071204,2007-12-04,6,"FIG. 6 is a top plan view thereof; and,",Combined watchcase and portions of a watchband,top plan view,USD0556604-20071204-D00004.png,USD0556604-20071204-D00004_6.png,Combined watchcase and portions of a watchband,1
67,USD0556604-20071204,2007-12-04,7,FIG. 7 is a bottom plan view thereof.,Combined watchcase and portions of a watchband,bottom plan view,USD0556604-20071204-D00004.png,USD0556604-20071204-D00004_7.png,Combined watchcase and portions of a watchband,1
68,USD0549961-20070904,2007-09-04,4,"FIG. 4 is a back end view thereof, the broken line drawing of the clip portion being for illustrative purposes only and forming no part of the claimed design;",Combined storage and activity container,back end view,USD0549961-20070904-D00004.png,USD0549961-20070904-D00004_4.png,Combined storage and activity container,1
69,USD0549961-20070904,2007-09-04,5,"FIG. 5 is a front end view thereof; and,",Combined storage and activity container,front end view,USD0549961-20070904-D00004.png,USD0549961-20070904-D00004_5.png,Combined storage and activity container,1
70,USD0555105-20071113,2007-11-13,1,"FIG. 1 is a front view of a low end cable connector assembly, showing my new design;",Low end cable connector assembly,front view,USD0555105-20071113-D00001.png,USD0555105-20071113-D00001_1.png,Low end cable connector assembly,1
71,USD0555105-20071113,2007-11-13,3,FIG. 3 is a top view thereof;,Low end cable connector assembly,top view,USD0555105-20071113-D00002.png,USD0555105-20071113-D00002_3.png,Low end cable connector assembly,1
72,USD0555105-20071113,2007-11-13,4,FIG. 4 is a side elevation view thereof;,Low end cable connector assembly,side elevation view,USD0555105-20071113-D00002.png,USD0555105-20071113-D00002_4.png,Low end cable connector assembly,1
73,USD0555105-20071113,2007-11-13,5,"FIG. 5 is a front elevation view thereof; and,",Low end cable connector assembly,front elevation view,USD0555105-20071113-D00003.png,USD0555105-20071113-D00003_5.png,Low end cable connector assembly,1
74,USD0544589-20070612,2007-06-12,6,"FIG. 6 is a top plan view thereof; and,",Wall-installed type air conditioner,top plan view,USD0544589-20070612-D00006.png,USD0544589-20070612-D00006_6.png,Wall-installed type air conditioner,1
75,USD0544589-20070612,2007-06-12,7,FIG. 7 is a bottom plan view thereof.,Wall-installed type air conditioner,bottom plan view,USD0544589-20070612-D00006.png,USD0544589-20070612-D00006_7.png,Wall-installed type air conditioner,1
76,USD0547429-20070724,2007-07-24,6,"FIG. 6 is a top plan view thereof; and,",Wall-installed type air conditioner,top plan view,USD0547429-20070724-D00006.png,USD0547429-20070724-D00006_6.png,Wall-installed type air conditioner,1
77,USD0547429-20070724,2007-07-24,7,FIG. 7 is a bottom plan view thereof.,Wall-installed type air conditioner,bottom plan view,USD0547429-20070724-D00006.png,USD0547429-20070724-D00006_7.png,Wall-installed type air conditioner,1
78,USD0549144-20070821,2007-08-21,2,FIG. 2 is an oblique view of a fuel tank fairing showing our new design;,Fuel tank fairing,oblique view,USD0549144-20070821-D00002.png,USD0549144-20070821-D00002_2.png,Fuel tank fairing,1
79,USD0549144-20070821,2007-08-21,3,FIG. 3 is a side view;,Fuel tank fairing,side view,USD0549144-20070821-D00002.png,USD0549144-20070821-D00002_3.png,Fuel tank fairing,1
80,USD0549144-20070821,2007-08-21,4,"FIG. 4 is a top view; and,",Fuel tank fairing,top view,USD0549144-20070821-D00002.png,USD0549144-20070821-D00002_4.png,Fuel tank fairing,1
81,USD0549144-20070821,2007-08-21,5,FIG. 5 is a rear view.,Fuel tank fairing,rear view,USD0549144-20070821-D00002.png,USD0549144-20070821-D00002_5.png,Fuel tank fairing,1
82,USD0546236-20070710,2007-07-10,1,"FIG. 1 is a perspective view of a bouquet jewel showing my new design, shown in use with a stephanotis flower;",Bouquet jewel,perspective view,USD0546236-20070710-D00001.png,USD0546236-20070710-D00001_1.png,Bouquet jewel,1
83,USD0546236-20070710,2007-07-10,2,"FIG. 2 is a perspective, exploded view thereof;",Bouquet jewel,"perspective , exploded view",USD0546236-20070710-D00001.png,USD0546236-20070710-D00001_2.png,Bouquet jewel,1
84,USD0546236-20070710,2007-07-10,3,"FIG. 3 is an enlarged perspective view of the jeweled element thereof; and,",Bouquet jewel,enlarged perspective view,USD0546236-20070710-D00001.png,USD0546236-20070710-D00001_3.png,Bouquet jewel,1
85,USD0546236-20070710,2007-07-10,4,FIG. 4 is a side elevation view thereof.,Bouquet jewel,side elevation view,USD0546236-20070710-D00001.png,USD0546236-20070710-D00001_4.png,Bouquet jewel,1
86,USD0545240-20070626,2007-06-26,2,"FIG. 2 is a perspective view thereof; and,",Bouquet jewel,perspective view,USD0545240-20070626-D00001.png,USD0545240-20070626-D00001_2.png,Bouquet jewel,1
87,USD0557705-20071218,2007-12-18,1,"FIG. 1 is a front, right and bottom perspective view of a handheld portable electronic device for music and other media content showing our new design;","Handheld, portable, electronic device for music and other media content","front , right and bottom perspective view",USD0557705-20071218-D00001.png,USD0557705-20071218-D00001_1.png,"Handheld, portable, electronic device for music and other media content",1
88,USD0557705-20071218,2007-12-18,2,"FIG. 2 is a rear, right and top perspective view thereof;","Handheld, portable, electronic device for music and other media content","rear , right and top perspective view",USD0557705-20071218-D00001.png,USD0557705-20071218-D00001_2.png,"Handheld, portable, electronic device for music and other media content",1
89,USD0557705-20071218,2007-12-18,4,FIG. 4 is a front elevational view thereof;,"Handheld, portable, electronic device for music and other media content",front elevational view,USD0557705-20071218-D00003.png,USD0557705-20071218-D00003_4.png,"Handheld, portable, electronic device for music and other media content",1
90,USD0557705-20071218,2007-12-18,5,FIG. 5 is a left side elevational view thereof;,"Handheld, portable, electronic device for music and other media content",left side elevational view,USD0557705-20071218-D00003.png,USD0557705-20071218-D00003_5.png,"Handheld, portable, electronic device for music and other media content",1
91,USD0557705-20071218,2007-12-18,6,FIG. 6 is a top plan view thereof;,"Handheld, portable, electronic device for music and other media content",top plan view,USD0557705-20071218-D00003.png,USD0557705-20071218-D00003_6.png,"Handheld, portable, electronic device for music and other media content",1
92,USD0557705-20071218,2007-12-18,7,FIG. 7 is a bottom plan view thereof;,"Handheld, portable, electronic device for music and other media content",bottom plan view,USD0557705-20071218-D00003.png,USD0557705-20071218-D00003_7.png,"Handheld, portable, electronic device for music and other media content",1
93,USD0557705-20071218,2007-12-18,8,"FIG. 8 is a rear elevational view thereof; and,","Handheld, portable, electronic device for music and other media content",rear elevational view,USD0557705-20071218-D00004.png,USD0557705-20071218-D00004_8.png,"Handheld, portable, electronic device for music and other media content",1
94,USD0557705-20071218,2007-12-18,9,FIG. 9 is a right side elevational view thereof.,"Handheld, portable, electronic device for music and other media content",right side elevational view,USD0557705-20071218-D00004.png,USD0557705-20071218-D00004_9.png,"Handheld, portable, electronic device for music and other media content",1
95,USD0555749-20071120,2007-11-20,8,"FIG. 8 is a sectional view taken along line 8—8 of FIG. 6; and,",Small rifle primer adapter,sectional view,USD0555749-20071120-D00005.png,USD0555749-20071120-D00005_8.png,Small rifle primer adapter,1
96,USD0555749-20071120,2007-11-20,9,FIG. 9 is a sectional view taken along line 9—9 of FIG. 8.,Small rifle primer adapter,sectional view,USD0555749-20071120-D00005.png,USD0555749-20071120-D00005_9.png,Small rifle primer adapter,1
97,USD0556546-20071204,2007-12-04,4,"FIG. 4 is a left side view of the regulator bracket, a right side view being identical thereto;",Regulator bracket,left side view,USD0556546-20071204-D00004.png,USD0556546-20071204-D00004_4.png,Regulator bracket,1
98,USD0556546-20071204,2007-12-04,5,"FIG. 5 is a top view of the regulator bracket, a bottom view being identical thereto; and,",Regulator bracket,top view,USD0556546-20071204-D00004.png,USD0556546-20071204-D00004_5.png,Regulator bracket,1
99,USD0547133-20070724,2007-07-24,2,FIG. 2 is a front view thereof;,Cake knife,front view,USD0547133-20070724-D00002.png,USD0547133-20070724-D00002_2.png,Cake knife,1
100,USD0547133-20070724,2007-07-24,3,FIG. 3 is a rear view thereof;,Cake knife,rear view,USD0547133-20070724-D00002.png,USD0547133-20070724-D00002_3.png,Cake knife,1
101,USD0547133-20070724,2007-07-24,4,FIG. 4 is a left side view thereof;,Cake knife,left side view,USD0547133-20070724-D00003.png,USD0547133-20070724-D00003_4.png,Cake knife,2
102,USD0547133-20070724,2007-07-24,5,FIG. 5 is a right side view thereof;,Cake knife,right side view,USD0547133-20070724-D00003.png,USD0547133-20070724-D00003_5.png,Cake knife,2
103,USD0547133-20070724,2007-07-24,6,"FIG. 6 is a top view thereof; and,",Cake knife,top view,USD0547133-20070724-D00004.png,USD0547133-20070724-D00004_6.png,Cake knife,2
104,USD0547133-20070724,2007-07-24,7,FIG. 7 is a bottom view thereof.,Cake knife,bottom view,USD0547133-20070724-D00004.png,USD0547133-20070724-D00004_7.png,Cake knife,2
105,USD0555478-20071120,2007-11-20,1,FIG. 1 is an upper perspective view of a lid to a jar showing the new design;,Lid to a jar,upper perspective view,USD0555478-20071120-D00001.png,USD0555478-20071120-D00001_1.png,Lid to a jar,2
106,USD0555478-20071120,2007-11-20,2,"FIG. 2 is a top elevation view thereof, the bottom elevation being identical; and,",Lid to a jar,top elevation view,USD0555478-20071120-D00001.png,USD0555478-20071120-D00001_2.png,Lid to a jar,2
107,USD0555478-20071120,2007-11-20,3,"FIG. 3 is a side elevation view thereof, all side views of the lid being identical.",Lid to a jar,side elevation view,USD0555478-20071120-D00001.png,USD0555478-20071120-D00001_3.png,Lid to a jar,2
108,USD0547400-20070724,2007-07-24,2,FIG. 2 is a top view of a weight bench cushion arrangement;,Weight bench cushion arrangement,top view,USD0547400-20070724-D00002.png,USD0547400-20070724-D00002_2.png,Weight bench cushion arrangement,2
109,USD0547400-20070724,2007-07-24,3,FIG. 3 is a side view of a weight bench cushion arrangement;,Weight bench cushion arrangement,side view,USD0547400-20070724-D00002.png,USD0547400-20070724-D00002_3.png,Weight bench cushion arrangement,2
110,USD0547400-20070724,2007-07-24,4,"FIG. 4 is a rear view of a weight bench cushion arrangement; and,",Weight bench cushion arrangement,rear view,USD0547400-20070724-D00002.png,USD0547400-20070724-D00002_4.png,Weight bench cushion arrangement,2
111,USD0547400-20070724,2007-07-24,5,FIG. 5 is a front view of a weight bench cushion arrangement.,Weight bench cushion arrangement,front view,USD0547400-20070724-D00002.png,USD0547400-20070724-D00002_5.png,Weight bench cushion arrangement,2
112,USD0544299-20070612,2007-06-12,1,FIG. 1 is a front perspective view of a coffee brewer in accordance with the invention;,Coffee brewer,front perspective view,USD0544299-20070612-D00001.png,USD0544299-20070612-D00001_1.png,Coffee brewer,2
113,USD0544299-20070612,2007-06-12,2,FIG. 2 is a front view of the coffee brewer;,Coffee brewer,front view,USD0544299-20070612-D00001.png,USD0544299-20070612-D00001_2.png,Coffee brewer,2
114,USD0544299-20070612,2007-06-12,3,FIG. 3 is a right side view of the coffee brewer;,Coffee brewer,right side view,USD0544299-20070612-D00002.png,USD0544299-20070612-D00002_3.png,Coffee brewer,2
115,USD0544299-20070612,2007-06-12,4,FIG. 4 is a rear view of the coffee brewer;,Coffee brewer,rear view,USD0544299-20070612-D00002.png,USD0544299-20070612-D00002_4.png,Coffee brewer,2
116,USD0544299-20070612,2007-06-12,5,"FIG. 5 is a left side view of the coffee brewer; and,",Coffee brewer,left side view,USD0544299-20070612-D00003.png,USD0544299-20070612-D00003_5.png,Coffee brewer,2
117,USD0544299-20070612,2007-06-12,6,FIG. 6 is a top view of the coffee brewer.,Coffee brewer,top view,USD0544299-20070612-D00003.png,USD0544299-20070612-D00003_6.png,Coffee brewer,2
118,USD0554820-20071106,2007-11-06,4,FIG. 4 is a front view of the sink mat as shown in FIG. 1;,Sink mat,front view,USD0554820-20071106-D00003.png,USD0554820-20071106-D00003_4.png,Sink mat,2
119,USD0554820-20071106,2007-11-06,6,FIG. 6 is a side view of the sink mat as shown in FIG. 1.,Sink mat,side view,USD0554820-20071106-D00004.png,USD0554820-20071106-D00004_6.png,Sink mat,2
120,USD0547070-20070724,2007-07-24,1,"FIG. 1 is a front perspective view of a stand for displaying medals, showing my new design.",Stand for displaying medals,front perspective view,USD0547070-20070724-D00001.png,USD0547070-20070724-D00001_1.png,Stand for displaying medals,2
121,USD0547070-20070724,2007-07-24,2,FIG. 2 is a front perspective view of the stand of FIG. 1 shown with a medal.,Stand for displaying medals,front perspective view,USD0547070-20070724-D00001.png,USD0547070-20070724-D00001_2.png,Stand for displaying medals,2
122,USD0547070-20070724,2007-07-24,3,FIG. 3 is a rear perspective view of the stand of FIG. 2 shown with a medal.,Stand for displaying medals,rear perspective view,USD0547070-20070724-D00001.png,USD0547070-20070724-D00001_3.png,Stand for displaying medals,2
123,USD0547070-20070724,2007-07-24,4,FIG. 4 is a top plan view of the stand of FIG. 1.,Stand for displaying medals,top plan view,USD0547070-20070724-D00002.png,USD0547070-20070724-D00002_4.png,Stand for displaying medals,2
124,USD0547070-20070724,2007-07-24,5,FIG. 5 is a right side view of the stand of FIG. 1.,Stand for displaying medals,right side view,USD0547070-20070724-D00002.png,USD0547070-20070724-D00002_5.png,Stand for displaying medals,2
125,USD0547070-20070724,2007-07-24,6,FIG. 6 is a front view of the stand of FIG. 1.,Stand for displaying medals,front view,USD0547070-20070724-D00002.png,USD0547070-20070724-D00002_6.png,Stand for displaying medals,2
126,USD0547070-20070724,2007-07-24,7,FIG. 7 is a left side view of the stand of FIG. 1.,Stand for displaying medals,left side view,USD0547070-20070724-D00002.png,USD0547070-20070724-D00002_7.png,Stand for displaying medals,2
127,USD0547070-20070724,2007-07-24,8,"FIG. 8 is a rear view of the stand of FIG. 1; and,",Stand for displaying medals,rear view,USD0547070-20070724-D00002.png,USD0547070-20070724-D00002_8.png,Stand for displaying medals,2
128,USD0547070-20070724,2007-07-24,9,FIG. 9 is a bottom plan view of the stand of FIG. 1.,Stand for displaying medals,bottom plan view,USD0547070-20070724-D00002.png,USD0547070-20070724-D00002_9.png,Stand for displaying medals,2
